declarationNumber,declarationType,declarationDate,state,county,incidentType,incidentTitle,startDate,endDate,closeDate,individualAssistanceProgram,individualsAndHouseholdsProgram,publicAssistanceProgram,hazardMitigationProgram,year,month
DR-1737,Disaster,2008-01-04,IA,Adams County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Appanoose County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Cedar County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Clarke County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Clinton County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Davis County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Decatur County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Fremont County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Iowa County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Jefferson County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Johnson County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Jones County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Keokuk County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Linn County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Lucas County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Madison County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Mahaska County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Marion County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Monroe County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Montgomery County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Page County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Ringgold County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Taylor County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Union County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Van Buren County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Wapello County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Warren County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Washington County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1737,Disaster,2008-01-04,IA,Wayne County,Ice,Severe Winter Storm,12/10/2007,12/11/2007,05/01/2014,No,No,Yes,Yes,2008,1
DR-1738,Disaster,2008-01-08,NV,Lyon County,Storm,Severe Winter Storms and Flooding,01/05/2008,01/10/2008,03/16/2016,Yes,Yes,Yes,Yes,2008,1
DR-1739,Disaster,2008-01-11,NE,Gage County,Ice,Severe Winter Storm,12/10/2007,12/12/2007,10/11/2012,No,No,Yes,Yes,2008,1
DR-1739,Disaster,2008-01-11,NE,Jefferson County,Ice,Severe Winter Storm,12/10/2007,12/12/2007,10/11/2012,No,No,Yes,Yes,2008,1
DR-1739,Disaster,2008-01-11,NE,Johnson County,Ice,Severe Winter Storm,12/10/2007,12/12/2007,10/11/2012,No,No,Yes,Yes,2008,1
DR-1739,Disaster,2008-01-11,NE,Nemaha County,Ice,Severe Winter Storm,12/10/2007,12/12/2007,10/11/2012,No,No,Yes,Yes,2008,1
DR-1739,Disaster,2008-01-11,NE,Otoe County,Ice,Severe Winter Storm,12/10/2007,12/12/2007,10/11/2012,No,No,Yes,Yes,2008,1
DR-1739,Disaster,2008-01-11,NE,Pawnee County,Ice,Severe Winter Storm,12/10/2007,12/12/2007,10/11/2012,No,No,Yes,Yes,2008,1
DR-1739,Disaster,2008-01-11,NE,Richardson County,Ice,Severe Winter Storm,12/10/2007,12/12/2007,10/11/2012,No,No,Yes,Yes,2008,1
DR-1739,Disaster,2008-01-11,NE,Thayer County,Ice,Severe Winter Storm,12/10/2007,12/12/2007,10/11/2012,No,No,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Allen County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Benton County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Carroll County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Cass County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,DeKalb County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Elkhart County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Fulton County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Huntington County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Jasper County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Kosciusko County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Lake County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,LaPorte County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Marshall County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Newton County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Noble County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Pulaski County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,St. Joseph County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Starke County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Tippecanoe County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,White County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1740,Disaster,2008-01-30,IN,Whitley County,Storm,Severe Storms and Flooding,01/07/2008,03/14/2008,10/21/2015,Yes,Yes,Yes,Yes,2008,1
DR-1741,Disaster,2008-02-01,KS,Atchison County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Barber County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Barton County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Brown County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Butler County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Chase County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Cherokee County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Clark County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Clay County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Cloud County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Comanche County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Crawford County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Dickinson County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Doniphan County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Edwards County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Ellis County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Ellsworth County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Ford County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Geary County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Graham County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Harvey County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Hodgeman County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Jackson County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Jefferson County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Jewell County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Kingman County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Kiowa County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Labette County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Leavenworth County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Lincoln County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Lyon County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,McPherson County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Marion County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Marshall County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Miami County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Mitchell County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Morris County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Nemaha County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Osage County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Osborne County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Ottawa County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Pawnee County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Phillips County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Pottawatomie County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Pratt County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Reno County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Republic County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Rice County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Riley County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Rooks County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Rush County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Russell County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Saline County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Sedgwick County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Shawnee County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Smith County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Stafford County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Wabaunsee County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Washington County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1741,Disaster,2008-02-01,KS,Woodson County,Storm,Severe Winter Storms,12/06/2007,12/19/2007,,No,No,Yes,Yes,2008,2
DR-1742,Disaster,2008-02-05,MO,Barry County,Storm,"Severe Storms, Tornadoes, and Flooding",01/07/2008,01/10/2008,07/30/2014,No,No,Yes,Yes,2008,2
DR-1742,Disaster,2008-02-05,MO,Dallas County,Storm,"Severe Storms, Tornadoes, and Flooding",01/07/2008,01/10/2008,07/30/2014,No,No,Yes,Yes,2008,2
DR-1742,Disaster,2008-02-05,MO,Laclede County,Storm,"Severe Storms, Tornadoes, and Flooding",01/07/2008,01/10/2008,07/30/2014,No,No,Yes,Yes,2008,2
DR-1742,Disaster,2008-02-05,MO,McDonald County,Storm,"Severe Storms, Tornadoes, and Flooding",01/07/2008,01/10/2008,07/30/2014,No,No,Yes,Yes,2008,2
DR-1742,Disaster,2008-02-05,MO,Maries County,Storm,"Severe Storms, Tornadoes, and Flooding",01/07/2008,01/10/2008,07/30/2014,No,No,Yes,Yes,2008,2
DR-1742,Disaster,2008-02-05,MO,Newton County,Storm,"Severe Storms, Tornadoes, and Flooding",01/07/2008,01/10/2008,07/30/2014,No,No,Yes,Yes,2008,2
DR-1742,Disaster,2008-02-05,MO,Phelps County,Storm,"Severe Storms, Tornadoes, and Flooding",01/07/2008,01/10/2008,07/30/2014,No,No,Yes,Yes,2008,2
DR-1742,Disaster,2008-02-05,MO,Stone County,Storm,"Severe Storms, Tornadoes, and Flooding",01/07/2008,01/10/2008,07/30/2014,No,No,Yes,Yes,2008,2
DR-1742,Disaster,2008-02-05,MO,Webster County,Storm,"Severe Storms, Tornadoes, and Flooding",01/07/2008,01/10/2008,07/30/2014,No,No,Yes,Yes,2008,2
DR-1743,Disaster,2008-02-06,HI,Hawaii County,Storm,"Severe Storms, High Surf, Flooding, and Mudslides",12/04/2007,12/07/2007,,No,No,Yes,Yes,2008,2
DR-1743,Disaster,2008-02-06,HI,Kauai County,Storm,"Severe Storms, High Surf, Flooding, and Mudslides",12/04/2007,12/07/2007,,No,No,Yes,Yes,2008,2
DR-1743,Disaster,2008-02-06,HI,Maui County,Storm,"Severe Storms, High Surf, Flooding, and Mudslides",12/04/2007,12/07/2007,,No,No,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Benton County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Fayette County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Fentress County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Hardin County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Haywood County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Hickman County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Houston County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Lewis County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,McNairy County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Macon County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Madison County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Montgomery County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Perry County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Shelby County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Sumner County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Tipton County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Trousdale County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Wayne County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1745,Disaster,2008-02-07,TN,Williamson County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding ",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1744,Disaster,2008-02-07,AR,Baxter County,Storm,"Severe Storms, Tornadoes, and Flooding",02/05/2008,02/12/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1744,Disaster,2008-02-07,AR,Conway County,Storm,"Severe Storms, Tornadoes, and Flooding",02/05/2008,02/12/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1744,Disaster,2008-02-07,AR,Independence County,Storm,"Severe Storms, Tornadoes, and Flooding",02/05/2008,02/12/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1744,Disaster,2008-02-07,AR,Izard County,Storm,"Severe Storms, Tornadoes, and Flooding",02/05/2008,02/12/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1744,Disaster,2008-02-07,AR,Marion County,Storm,"Severe Storms, Tornadoes, and Flooding",02/05/2008,02/12/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1744,Disaster,2008-02-07,AR,Newton County,Storm,"Severe Storms, Tornadoes, and Flooding",02/05/2008,02/12/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1744,Disaster,2008-02-07,AR,Pope County,Storm,"Severe Storms, Tornadoes, and Flooding",02/05/2008,02/12/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1744,Disaster,2008-02-07,AR,Randolph County,Storm,"Severe Storms, Tornadoes, and Flooding",02/05/2008,02/12/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1744,Disaster,2008-02-07,AR,Sharp County,Storm,"Severe Storms, Tornadoes, and Flooding",02/05/2008,02/12/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1744,Disaster,2008-02-07,AR,Stone County,Storm,"Severe Storms, Tornadoes, and Flooding",02/05/2008,02/12/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1744,Disaster,2008-02-07,AR,Union County,Storm,"Severe Storms, Tornadoes, and Flooding",02/05/2008,02/12/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1744,Disaster,2008-02-07,AR,Van Buren County,Storm,"Severe Storms, Tornadoes, and Flooding",02/05/2008,02/12/2008,,Yes,Yes,Yes,Yes,2008,2
FM-2742,Fire,2008-02-08,TX,Andrews County,Fire,Chevron Fire,02/08/2008,02/14/2008,09/13/2012,No,No,Yes,No,2008,2
FM-2743,Fire,2008-02-13,TX,Potter County,Fire,Broadway Fire,02/13/2008,02/16/2008,09/13/2012,No,No,Yes,No,2008,2
DR-1746,Disaster,2008-02-21,KY,Adair County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1746,Disaster,2008-02-21,KY,Allen County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1746,Disaster,2008-02-21,KY,Bath County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1746,Disaster,2008-02-21,KY,Carlisle County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1746,Disaster,2008-02-21,KY,Casey County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
DR-1746,Disaster,2008-02-21,KY,Christian County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and",02/05/2008,02/06/2008,,Yes,Yes,Yes,Yes,2008,2
