declarationNumber,declarationType,declarationDate,year,month,quarter,day,dayOfWeek,state,stateName,region,county,incidentType,disasterTitle,startDate,endDate,closeDate
FM-2948,Fire,2011-08-08,2011.0,8.0,3.0,8.0,Monday,OK,Oklahoma,South,Cleveland County,Fire,Cedar Lane Fire,2011-08-08,,
DR-4011,Disaster,2011-08-08,2011.0,8.0,3.0,8.0,Monday,UT,Utah,West,Uintah and Ouray Indian Reservation,Flood,Flooding,,,
DR-4012,Disaster,2011-08-12,2011.0,8.0,3.0,12.0,Friday,MO,Missouri,Midwest,Andrew County,Flood,Flooding,2011-06-01,2011-08-01,2017-01-11
DR-4013,Disaster,2011-08-12,2011.0,8.0,3.0,12.0,Friday,NE,Nebraska,Midwest,Omaha Indian Reservation,Flood,Flooding,,2011-08-01,
DR-4014,Disaster,2011-08-12,2011.0,8.0,3.0,12.0,Friday,NE,Nebraska,Midwest,Buffalo County,Storm,"Severe Storms, Tornadoes, Straight Line Winds, and Flooding",,,
DR-4022,Disaster,2011-09-01,2011.0,9.0,3.0,1.0,Thursday,VT,Vermont,Northeast,Addison County,Hurricane,Tropical Storm Irene,,2011-09-02,
FM-2955,Fire,2011-09-02,2011.0,9.0,3.0,2.0,Friday,CA,California,West,San Bernardino County,Fire,Hill Fire,2011-09-02,2011-09-05,
DR-4023,Disaster,2011-09-02,2011.0,9.0,3.0,2.0,Friday,CT,Connecticut,Northeast,"Fairfield County(in PMSA 1160,1930,5760,8040",Hurricane,Tropical Storm Irene,,2011-09-01,
DR-4028,Disaster,2011-09-03,2011.0,9.0,3.0,3.0,Saturday,MA,Massachusetts,Northeast,Barnstable County,Hurricane,Tropical Storm Irene,,,
DR-4027,Disaster,2011-09-03,2011.0,9.0,3.0,3.0,Saturday,RI,Rhode Island,Northeast,Statewide,Hurricane,Tropical Storm Irene,,,
DR-4025,Disaster,2011-09-03,2011.0,9.0,3.0,3.0,Saturday,PA,Pennsylvania,Northeast,Bucks County,Hurricane,Hurricane Irene,,,
DR-4024,Disaster,2011-09-03,2011.0,9.0,3.0,3.0,Saturday,VA,Virginia,South,Alexandria,Hurricane,Hurricane Irene,,,
FM-2956,Fire,2011-09-03,2011.0,9.0,3.0,3.0,Saturday,OK,Oklahoma,South,Comanche County,Fire,Ferguson Fire,2011-09-03,2011-09-09,
DR-4026,Disaster,2011-09-03,2011.0,9.0,3.0,3.0,Saturday,NH,New Hampshire,Northeast,Belknap County,Hurricane,Tropical Storm Irene,,2011-09-06,
FM-2958,Fire,2011-09-04,2011.0,9.0,3.0,4.0,Sunday,TX,Texas,South,Bastrop County,Fire,Bastrop County Fire Complex ,2011-09-04,2011-10-11,
FM-2957,Fire,2011-09-04,2011.0,9.0,3.0,4.0,Sunday,TX,Texas,South,Travis County,Fire,Hodde Fire,2011-09-04,,2015-01-08
FM-2961,Fire,2011-09-05,2011.0,9.0,3.0,5.0,Monday,CA,California,West,Kern County,Fire,Canyon Fire,2011-09-04,2011-09-11,
FM-2960,Fire,2011-09-05,2011.0,9.0,3.0,5.0,Monday,TX,Texas,South,Travis County,Fire,Steiner Ranch Fire,2011-09-04,2011-09-09,
FM-2959,Fire,2011-09-05,2011.0,9.0,3.0,5.0,Monday,TX,Texas,South,Travis County,Fire,Pedernales Bend Fire,2011-09-04,2011-09-12,
FM-2965,Fire,2011-09-06,2011.0,9.0,3.0,6.0,Tuesday,TX,Texas,South,Cass County,Fire,Bear Creek Fire,2011-09-04,,
FM-2964,Fire,2011-09-06,2011.0,9.0,3.0,6.0,Tuesday,TX,Texas,South,Grimes County,Fire,Riley Road Fire,2011-09-05,2011-10-02,
FM-2963,Fire,2011-09-06,2011.0,9.0,3.0,6.0,Tuesday,TX,Texas,South,Williamson County,Fire,Moonglow Fire,2011-09-05,,
FM-2962,Fire,2011-09-06,2011.0,9.0,3.0,6.0,Tuesday,TX,Texas,South,Montgomery County,Fire,Tamina Fire,2011-09-05,2011-09-08,
EM-3340,Emergency,2011-09-08,2011.0,9.0,3.0,8.0,Thursday,PA,Pennsylvania,Northeast,Adams County,Flood,Remnants of Tropical Storm Lee,2011-09-03,,
EM-3341,Emergency,2011-09-08,2011.0,9.0,3.0,8.0,Thursday,NY,New York,Northeast,Albany County,Storm,Remnants of Tropical Storm Lee,2011-09-07,2011-09-11,2015-02-03
FM-2967,Fire,2011-09-08,2011.0,9.0,3.0,8.0,Thursday,TX,Texas,South,Bexar County,Fire,Big Oak Fire ,2011-09-08,,
FM-2966,Fire,2011-09-08,2011.0,9.0,3.0,8.0,Thursday,WA,Washington,West,Klickitat County,Fire,Monastery Fire Complex,2011-09-08,,
DR-4029,Disaster,2011-09-09,2011.0,9.0,3.0,9.0,Friday,TX,Texas,South,Anderson County,Fire,Wildfires,,,
FM-2968,Fire,2011-09-09,2011.0,9.0,3.0,9.0,Friday,TX,Texas,South,Bexar County,Fire,Pat Gross Fire ,2011-09-09,,
FM-2969,Fire,2011-09-10,2011.0,9.0,3.0,10.0,Saturday,NV,Nevada,West,Douglas County,Fire,Holbrook Fire,2011-09-10,2011-09-11,2013-01-09
FM-2971,Fire,2011-09-11,2011.0,9.0,3.0,11.0,Sunday,CA,California,West,Kern County,Fire,Comanche Fire Complex,2011-09-10,,
FM-2970,Fire,2011-09-11,2011.0,9.0,3.0,11.0,Sunday,CA,California,West,Kern County,Fire,Keene Fire Complex,2011-09-10,,
DR-4030,Disaster,2011-09-12,2011.0,9.0,3.0,12.0,Monday,PA,Pennsylvania,Northeast,Adams County,Flood,Tropical Storm Lee,2011-09-03,,
FM-2972,Fire,2011-10-03,2011.0,10.0,4.0,3.0,Monday,NV,Nevada,West,Elko County,Fire,Indian Creek Fire,2011-10-03,2011-10-06,2013-07-02
DR-4038,Disaster,2011-10-05,2011.0,10.0,4.0,5.0,Wednesday,MD,Maryland,South,Anne Arundel County,Flood,Remnants of Tropical Storm Lee,2011-09-06,2011-09-09,
EM-3344,Emergency,2011-11-01,2011.0,11.0,4.0,1.0,Tuesday,NH,New Hampshire,Northeast,Belknap County,Storm,Severe Storm,,,2012-12-11
EM-3343,Emergency,2011-11-01,2011.0,11.0,4.0,1.0,Tuesday,MA,Massachusetts,Northeast,Berkshire County,Storm,Severe Storm,,,2012-11-06
DR-4042,Disaster,2011-11-04,2011.0,11.0,4.0,4.0,Friday,VA,Virginia,South,Fredericksburg,Earthquake,Earthquake,,,
DR-4044,Disaster,2011-11-08,2011.0,11.0,4.0,8.0,Tuesday,DC,District of Columbia,South,District of Columbia County-equivalent,Earthquake,Earthquake,,,
DR-4043,Disaster,2011-11-08,2011.0,11.0,4.0,8.0,Tuesday,VT,Vermont,Northeast,Franklin County,Storm,Severe Storms and Flooding,,,
DR-4049,Disaster,2011-12-05,2011.0,12.0,4.0,5.0,Monday,NH,New Hampshire,Northeast,"Hillsborough County(in PMSA 4560,4760,5350",Storm,Severe Storm and Snowstorm,,,
DR-4051,Disaster,2012-01-06,2012.0,1.0,1.0,6.0,Friday,MA,Massachusetts,Northeast,Berkshire County,Storm,Severe Storm and Snowstorm,,,
DR-4053,Disaster,2012-02-01,2012.0,2.0,1.0,1.0,Wednesday,UT,Utah,West,Davis County,Storm,Severe Storm,,2011-12-01,
DR-4052,Disaster,2012-02-01,2012.0,2.0,1.0,1.0,Wednesday,AL,Alabama,South,Chilton County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",,,
DR-4054,Disaster,2012-02-02,2012.0,2.0,1.0,2.0,Thursday,AK,Alaska,West,Kenai Peninsula Borough,Storm,Severe Storm,,,
DR-4055,Disaster,2012-03-02,2012.0,3.0,1.0,2.0,Friday,OR,Oregon,West,Benton County,Flood,"Severe Winter Storm, Flooding, Landslides, and Mudslides",,,
DR-4056,Disaster,2012-03-05,2012.0,3.0,1.0,5.0,Monday,WA,Washington,West,Clallam County,Storm,"Severe Winter Storm, Flooding, Landslides, and Mudslides",,,
DR-4057,Disaster,2012-03-06,2012.0,3.0,1.0,6.0,Tuesday,KY,Kentucky,South,Adair County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds and Flooding",,2012-03-03,
DR-4058,Disaster,2012-03-09,2012.0,3.0,1.0,9.0,Friday,IN,Indiana,Midwest,Clark County,Storm,"Severe Storms, Straight-Line Winds, and Tornadoes",,2012-03-03,
FM-2980,Fire,2012-06-09,2012.0,6.0,2.0,9.0,Saturday,CO,Colorado,West,Larimer County,Fire,High Park Fire,2012-06-09,2012-07-01,
FM-2979,Fire,2012-06-09,2012.0,6.0,2.0,9.0,Saturday,NM,New Mexico,West,Lincoln County,Fire,Little Bear Fire,2012-06-04,,
FM-2994,Fire,2012-07-02,2012.0,7.0,3.0,2.0,Monday,UT,Utah,West,Kane County,Fire,Shingle Fire,2012-07-02,2012-07-09,
FM-2993,Fire,2012-07-02,2012.0,7.0,3.0,2.0,Monday,WY,Wyoming,West,Albany County,Fire,Squirrel Creek Fire ,2012-07-01,2012-07-07,
DR-4068,Disaster,2012-07-03,2012.0,7.0,3.0,3.0,Tuesday,FL,Florida,South,Baker County,Storm,Tropical Storm Debby,,,
FM-2995,Fire,2012-07-03,2012.0,7.0,3.0,3.0,Tuesday,WY,Wyoming,West,Weston County,Fire,Oil Creek Fire ,2012-07-01,2012-07-07,
DR-4069,Disaster,2012-07-06,2012.0,7.0,3.0,6.0,Friday,MN,Minnesota,Midwest,Fond du Lac Indian Reservation,Storm,Severe Storms and Flooding,,,
DR-4076,Disaster,2012-08-02,2012.0,8.0,3.0,2.0,Thursday,WI,Wisconsin,Midwest,Red Cliff Indian Reservation,Storm,Severe Storms and Flooding,,,
DR-4075,Disaster,2012-08-02,2012.0,8.0,3.0,2.0,Thursday,MD,Maryland,South,Baltimore,Storm,Severe Storms and Straight-Line Winds,,2012-07-08,
DR-4074,Disaster,2012-08-02,2012.0,8.0,3.0,2.0,Thursday,MT,Montana,West,Crow/Northern Cheyenne Area,Fire,Wildfire,,2012-07-10,
FM-2999,Fire,2012-08-03,2012.0,8.0,3.0,3.0,Friday,OK,Oklahoma,South,Cleveland County,Fire,Noble Fire,2012-08-03,2012-08-12,
FM-2998,Fire,2012-08-03,2012.0,8.0,3.0,3.0,Friday,OK,Oklahoma,South,Blaine County,Fire,Geary Fire ,2012-08-03,2012-08-07,
DR-4089,Disaster,2012-11-03,2012.0,11.0,4.0,3.0,Saturday,RI,Rhode Island,Northeast,Bristol County,Hurricane,Hurricane Sandy,,,
DR-4088,Disaster,2012-11-03,2012.0,11.0,4.0,3.0,Saturday,UT,Utah,West,Washington County,Flood,Severe Storm and Flooding,2012-09-11,2012-09-11,
DR-4096,Disaster,2012-12-05,2012.0,12.0,4.0,5.0,Wednesday,DC,District of Columbia,South,District of Columbia County-equivalent,Hurricane,Hurricane Sandy,,,
DR-4098,Disaster,2013-01-03,2013.0,1.0,1.0,3.0,Thursday,OH,Ohio,Midwest,Ashtabula County,Hurricane,Severe Storms and Flooding Due to the Remnants of Hurricane Sandy,,,
DR-4099,Disaster,2013-01-10,2013.0,1.0,1.0,10.0,Thursday,PA,Pennsylvania,Northeast,Bedford County,Hurricane,Hurricane Sandy,,2012-11-08,
EM-3361,Emergency,2013-02-10,2013.0,2.0,1.0,10.0,Sunday,CT,Connecticut,Northeast,Mashantucket Pequot Indian Reservation,Storm,Severe Winter Storm,2013-02-08,2013-02-11,
DR-4103,Disaster,2013-03-01,2013.0,3.0,1.0,1.0,Friday,NC,North Carolina,South,Eastern Band of Cherokee Indians of North Carolina,Mud/Landslide,"Severe Storms, Flooding, Landslides, and Mudslides",,,
DR-4104,Disaster,2013-03-05,2013.0,3.0,1.0,5.0,Tuesday,AZ,Arizona,West,Navajo Nation Reservation Also NM and UT,Winter,Severe Freeze,,,
DR-4109,Disaster,2013-04-08,2013.0,4.0,2.0,8.0,Monday,OK,Oklahoma,South,Alfalfa County,Storm,Severe Winter Storm and Snowstorm,,,
DR-4113,Disaster,2013-05-03,2013.0,5.0,2.0,3.0,Friday,MN,Minnesota,Midwest,Cottonwood County,Storm,Severe Winter Storm,2013-04-09,2013-04-11,
DR-4114,Disaster,2013-05-06,2013.0,5.0,2.0,6.0,Monday,IA,Iowa,Midwest,Dickinson County,Storm,Severe Winter Storm,2013-04-09,2013-04-11,
DR-4116,Disaster,2013-05-10,2013.0,5.0,2.0,10.0,Friday,IL,Illinois,Midwest,Adams County,Flood,"Severe Storms, Straight-Line Winds, and Flooding",,2013-05-05,
DR-4115,Disaster,2013-05-10,2013.0,5.0,2.0,10.0,Friday,SD,South Dakota,Midwest,Oglala Sioux Tribe of the Pine Ridge Reservation,Storm,Severe Winter Storm and Snowstorm,2013-04-08,2013-04-10,
DR-4126,Disaster,2013-07-02,2013.0,7.0,3.0,2.0,Tuesday,IA,Iowa,Midwest,Appanoose County,Storm,"Severe Storms, Tornadoes, and Flooding",,,
DR-4127,Disaster,2013-07-10,2013.0,7.0,3.0,10.0,Wednesday,MT,Montana,West,Fort Belknap Indian Reservation,Flood,Flooding ,,2013-06-03,
DR-4129,Disaster,2013-07-12,2013.0,7.0,3.0,12.0,Friday,NY,New York,Northeast,Allegany County,Flood,Severe Storms and Flooding,,2013-07-10,
DR-4128,Disaster,2013-07-12,2013.0,7.0,3.0,12.0,Friday,ND,North Dakota,Midwest,Spirit Lake Reservation,Storm,Severe Storms and Flooding,,,
DR-4139,Disaster,2013-08-02,2013.0,8.0,3.0,2.0,Friday,NH,New Hampshire,Northeast,Cheshire County,Storm,"Severe Storms, Tornadoes, and Flooding",,2013-07-03,
DR-4138,Disaster,2013-08-02,2013.0,8.0,3.0,2.0,Friday,FL,Florida,South,Bay County,Storm,Severe Storms and Flooding,2013-07-02,2013-07-07,
DR-4140,Disaster,2013-08-02,2013.0,8.0,3.0,2.0,Friday,VT,Vermont,Northeast,Caledonia County,Flood,Severe Storms and Flooding,,2013-07-11,
DR-4137,Disaster,2013-08-02,2013.0,8.0,3.0,2.0,Friday,SD,South Dakota,Midwest,Beadle County,Storm,"Severe Storms, Tornadoes, and Flooding ",,,
DR-4136,Disaster,2013-08-02,2013.0,8.0,3.0,2.0,Friday,TX,Texas,South,McLennan County,Other,Explosion,,,
DR-4141,Disaster,2013-08-08,2013.0,8.0,3.0,8.0,Thursday,WI,Wisconsin,Midwest,Ashland County,Storm,"Severe Storms, Flooding, and Mudslides",,,
DR-4143,Disaster,2013-09-04,2013.0,9.0,3.0,4.0,Wednesday,AR,Arkansas,South,Benton County,Storm,Severe Storms and Flooding,2013-08-08,,
DR-4144,Disaster,2013-09-06,2013.0,9.0,3.0,6.0,Friday,MO,Missouri,Midwest,Barry County,Storm,"Severe Storms, Straight-Line Winds and Flooding",2013-08-02,,
EM-3365,Emergency,2013-09-12,2013.0,9.0,3.0,12.0,Thursday,CO,Colorado,West,Adams County,Flood,"Severe Storms, Flooding, Landslides, and Mudslides",2013-09-11,,2017-01-06
DR-4149,Disaster,2013-10-01,2013.0,10.0,4.0,1.0,Tuesday,PA,Pennsylvania,Northeast,Allegheny County,Storm,"Severe Storms, Tornadoes, and Flooding",,2013-07-11,
DR-4155,Disaster,2013-11-08,2013.0,11.0,4.0,8.0,Friday,SD,South Dakota,Midwest,Cheyenne River Indian Reservation,Storm,"Severe Winter Storm, Snowstorm, and Flooding",2013-10-03,,
DR-4160,Disaster,2014-01-06,2014.0,1.0,1.0,6.0,Monday,AR,Arkansas,South,Crawford County,Ice,Severe Winter Storm,2013-12-05,2013-12-06,
EM-3366,Emergency,2014-01-10,2014.0,1.0,1.0,10.0,Friday,WV,West Virginia,South,Boone County,Chemical,Chemical Spill,2014-01-09,,
EM-3367,Emergency,2014-02-06,2014.0,2.0,1.0,6.0,Thursday,PA,Pennsylvania,Northeast,Bucks County,Ice,Severe Winter Storm,2014-02-04,,
EM-3368,Emergency,2014-02-11,2014.0,2.0,1.0,11.0,Tuesday,GA,Georgia,South,Baldwin County,Ice,Severe Winter Storm,2014-02-10,,2015-09-02
EM-3369,Emergency,2014-02-12,2014.0,2.0,1.0,12.0,Wednesday,SC,South Carolina,South,Abbeville County,Ice,Severe Winter Storm,2014-02-10,,2015-05-07
DR-4165,Disaster,2014-03-06,2014.0,3.0,1.0,6.0,Thursday,GA,Georgia,South,Baldwin County,Ice,Severe Winter Storm,2014-02-10,,
DR-4166,Disaster,2014-03-12,2014.0,3.0,1.0,12.0,Wednesday,SC,South Carolina,South,Aiken County,Ice,Severe Winter Storm,2014-02-10,,
DR-4168,Disaster,2014-04-02,2014.0,4.0,2.0,2.0,Wednesday,WA,Washington,West,Sauk-Suiattle Indian Reservation,Mud/Landslide,Flooding and Mudslides,,,
DR-4169,Disaster,2014-04-04,2014.0,4.0,2.0,4.0,Friday,OR,Oregon,West,Benton County,Storm,Severe Winter Storm,2014-02-06,2014-02-10,
DR-4170,Disaster,2014-04-10,2014.0,4.0,2.0,10.0,Thursday,MD,Maryland,South,Baltimore,Storm,Snowstorm,2014-02-12,,
DR-4171,Disaster,2014-04-11,2014.0,4.0,2.0,11.0,Friday,TN,Tennessee,South,Carroll County,Ice,Severe Winter Storm,2014-03-02,2014-03-04,
DR-4176,Disaster,2014-05-02,2014.0,5.0,2.0,2.0,Friday,AL,Alabama,South,Baldwin County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",,2014-05-05,
DR-4177,Disaster,2014-05-06,2014.0,5.0,2.0,6.0,Tuesday,FL,Florida,South,Bay County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",,2014-05-06,
DR-4178,Disaster,2014-06-11,2014.0,6.0,2.0,11.0,Wednesday,VT,Vermont,Northeast,Caledonia County,Flood,Severe Storms and Flooding,,,
DR-4180,Disaster,2014-07-08,2014.0,7.0,3.0,8.0,Tuesday,NY,New York,Northeast,Allegany County,Storm,Severe Storms and Flooding,,,
DR-4187,Disaster,2014-08-05,2014.0,8.0,3.0,5.0,Tuesday,IA,Iowa,Midwest,Audubon County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",,2014-07-07,
DR-4188,Disaster,2014-08-11,2014.0,8.0,3.0,11.0,Monday,WA,Washington,West,Colville Indian Reservation,Fire,Wildfires,2014-07-09,2014-08-05,
DR-4191,Disaster,2014-09-10,2014.0,9.0,3.0,10.0,Wednesday,GU,Guam,Territory,Guam County-equivalent,Storm,Tropical Storm Halong,,,
DR-4192,Disaster,2014-09-10,2014.0,9.0,3.0,10.0,Wednesday,AS,American Samoa,Territory,Eastern District,Storm,"Severe Storms, Flooding, and Landslides",,2014-08-03,
DR-4193,Disaster,2014-09-11,2014.0,9.0,3.0,11.0,Thursday,CA,California,West,Napa County,Earthquake,Earthquake,,2014-09-07,
DR-4194,Disaster,2014-09-12,2014.0,9.0,3.0,12.0,Friday,HI,Hawaii,West,Hawaii County,Storm,Tropical Storm Iselle,2014-08-07,2014-08-09,
DR-4197,Disaster,2014-10-06,2014.0,10.0,4.0,6.0,Monday,NM,New Mexico,West,Pueblo of Acoma,Storm,Severe Storms and Flooding,,2014-08-05,
DR-4198,Disaster,2014-10-09,2014.0,10.0,4.0,9.0,Thursday,MT,Montana,West,Fort Belknap Indian Reservation,Storm,"Severe Storms, Straight-Line Winds, and Flooding",,,
DR-4201,Disaster,2014-11-03,2014.0,11.0,4.0,3.0,Monday,HI,Hawaii,West,Hawaii County,Volcano,Pu'U O'O Volcanic Eruption and Lava Flow,2014-09-04,,
DR-4203,Disaster,2014-11-05,2014.0,11.0,4.0,5.0,Wednesday,AZ,Arizona,West,La Paz County,Flood,Severe Storms and Flooding,2014-09-07,2014-09-09,
DR-4202,Disaster,2014-11-05,2014.0,11.0,4.0,5.0,Wednesday,NV,Nevada,West,Moapa River Indian Reservation,Flood,Severe Storms and Flooding,2014-09-07,2014-09-09,
DR-4205,Disaster,2015-01-07,2015.0,1.0,1.0,7.0,Wednesday,MS,Mississippi,South,Marion County,Tornado,Severe Storms and Tornadoes,,,
DR-4207,Disaster,2015-02-03,2015.0,2.0,1.0,3.0,Tuesday,VT,Vermont,Northeast,Addison County,Storm,Severe Winter Storm,2014-12-09,2014-12-12,
DR-4208,Disaster,2015-03-12,2015.0,3.0,1.0,12.0,Thursday,ME,Maine,Northeast,Androscoggin County,Snow,"Severe Winter Storm, Snowstorm, and Flooding",,,
DR-4211,Disaster,2015-04-02,2015.0,4.0,2.0,2.0,Thursday,TN,Tennessee,South,Anderson County,Ice,Severe Winter Storm and Flooding,,,
DR-4212,Disaster,2015-04-03,2015.0,4.0,2.0,3.0,Friday,RI,Rhode Island,Northeast,Bristol County,Storm,Severe Winter Storm and Snowstorm,,,
DR-4213,Disaster,2015-04-08,2015.0,4.0,2.0,8.0,Wednesday,CT,Connecticut,Northeast,"New Haven County(in PMSA 1160,5480,8880",Storm,Severe Winter Storm and Snowstorm,,,
DR-4217,Disaster,2015-05-01,2015.0,5.0,2.0,1.0,Friday,KY,Kentucky,South,Bath County,Flood,"Severe Storms, Tornadoes, Flooding, Landslides, and Mudslides",2015-04-02,,
DR-4218,Disaster,2015-05-12,2015.0,5.0,2.0,12.0,Tuesday,KY,Kentucky,South,Anderson County,Flood,"Severe Winter Storm, Snowstorm, Flooding, Landslides, and Mudslides",2015-03-03,2015-03-09,
DR-4224,Disaster,2015-06-05,2015.0,6.0,2.0,5.0,Friday,GU,Guam,Territory,Guam County-equivalent,Typhoon,Typhoon Dolphin,,,
DR-4227,Disaster,2015-07-07,2015.0,7.0,3.0,7.0,Tuesday,WY,Wyoming,West,Albany County,Flood,Severe Storms and Flooding,,2015-06-06,
DR-4235,Disaster,2015-08-05,2015.0,8.0,3.0,5.0,Wednesday,MP,Northern Mariana Islands,Territory,Rota Municipality,Typhoon,Typhoon Soudelor,2015-08-01,2015-08-03,
DR-4238,Disaster,2015-08-07,2015.0,8.0,3.0,7.0,Friday,MO,Missouri,Midwest,Adair County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",,,
DR-4237,Disaster,2015-08-07,2015.0,8.0,3.0,7.0,Friday,SD,South Dakota,Midwest,Oglala Sioux Tribe of the Pine Ridge Reservation,Storm,"Severe Storms, Straight-Line Winds, and Flooding",2015-05-08,,
DR-4236,Disaster,2015-08-07,2015.0,8.0,3.0,7.0,Friday,WV,West Virginia,South,Braxton County,Storm,"Severe Storms, Straight-Line Winds, Flooding, Landslides, and Mudslides",2015-07-10,,
DR-4239,Disaster,2015-08-12,2015.0,8.0,3.0,12.0,Wednesday,KY,Kentucky,South,Bracken County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, Flooding, Landslides, and Mudslide",2015-07-11,,
EM-3373,Emergency,2015-10-03,2015.0,10.0,4.0,3.0,Saturday,SC,South Carolina,South,Catawba Indian Reservation,Storm,Severe Storms and Flooding,2015-10-01,,
DR-4241,Disaster,2015-10-05,2015.0,10.0,4.0,5.0,Monday,SC,South Carolina,South,Abbeville County,Flood,Severe Storms and Flooding,2015-10-01,,
EM-3374,Emergency,2016-01-02,2016.0,1.0,1.0,2.0,Saturday,MO,Missouri,Midwest,St. Louis,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",,2016-01-09,
DR-4248,Disaster,2016-01-04,2016.0,1.0,1.0,4.0,Monday,MS,Mississippi,South,Benton County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",,,
DR-4252,Disaster,2016-02-01,2016.0,2.0,1.0,1.0,Monday,ID,Idaho,West,Benewah County,Storm,Severe Winter Storms,,,
DR-4253,Disaster,2016-02-02,2016.0,2.0,1.0,2.0,Tuesday,WA,Washington,West,Clallam County,Flood,"Severe Winter Storm, Straight-Line Winds, Flooding, Landslides, Mudslides, and A T",2015-12-01,,
DR-4254,Disaster,2016-02-05,2016.0,2.0,1.0,5.0,Friday,AR,Arkansas,South,Benton County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",,,
EM-3376,Emergency,2016-02-05,2016.0,2.0,1.0,5.0,Friday,LA,Louisiana,South,Concordia Parish,Flood,Flooding,,2016-02-01,
DR-4255,Disaster,2016-02-09,2016.0,2.0,1.0,9.0,Tuesday,TX,Texas,South,Bailey County,Storm,"Severe Winter Storms, Tornadoes, Straight-Line Winds, and Flooding",,,
DR-4256,Disaster,2016-02-10,2016.0,2.0,1.0,10.0,Wednesday,OK,Oklahoma,South,Adair County,Storm,Severe Winter Storms and Flooding,,2016-01-05,
DR-4261,Disaster,2016-03-04,2016.0,3.0,1.0,4.0,Friday,MD,Maryland,South,Baltimore,Snow,Severe Winter Storm and Snowstorm,,,
DR-4260,Disaster,2016-03-04,2016.0,3.0,1.0,4.0,Friday,DC,District of Columbia,South,District of Columbia County-equivalent,Snow,Snowstorm,,,
DR-4262,Disaster,2016-03-07,2016.0,3.0,1.0,7.0,Monday,VA,Virginia,South,Alexandria,Snow,Severe Winter Storm and Snowstorm,,,
DR-4270,Disaster,2016-05-06,2016.0,5.0,2.0,6.0,Friday,AR,Arkansas,South,Arkansas County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",2016-03-08,,
DR-4272,Disaster,2016-06-11,2016.0,6.0,2.0,11.0,Saturday,TX,Texas,South,Austin County,Flood,Severe Storms and Flooding,,,
DR-4275,Disaster,2016-08-03,2016.0,8.0,3.0,3.0,Wednesday,MT,Montana,West,Fallon County,Tornado,Tornado,2016-06-11,2016-06-11,
DR-4276,Disaster,2016-08-09,2016.0,8.0,3.0,9.0,Tuesday,WI,Wisconsin,Midwest,Bad River Indian Reservation,Storm,Severe Storms and Flooding,2016-07-11,2016-07-12,
EM-3379,Emergency,2016-10-06,2016.0,10.0,4.0,6.0,Thursday,GA,Georgia,South,Appling County,Hurricane,Hurricane Matthew,2016-10-04,,
EM-3378,Emergency,2016-10-06,2016.0,10.0,4.0,6.0,Thursday,SC,South Carolina,South,Catawba Indian Reservation,Hurricane,Hurricane Matthew,2016-10-04,,
DR-4282,Disaster,2016-10-06,2016.0,10.0,4.0,6.0,Thursday,HI,Hawaii,West,Maui County,Mud/Landslide,"Severe Storms, Flooding, Landslides, and Mudslides",2016-09-11,,
EM-3377,Emergency,2016-10-06,2016.0,10.0,4.0,6.0,Thursday,FL,Florida,South,Baker County,Hurricane,Hurricane Matthew,2016-10-03,,
EM-3380,Emergency,2016-10-07,2016.0,10.0,4.0,7.0,Friday,NC,North Carolina,South,Alamance County,Hurricane,Hurricane Matthew,2016-10-04,,
DR-4284,Disaster,2016-10-08,2016.0,10.0,4.0,8.0,Saturday,GA,Georgia,South,Brantley County,Hurricane,Hurricane Matthew,2016-10-04,,
DR-4283,Disaster,2016-10-08,2016.0,10.0,4.0,8.0,Saturday,FL,Florida,South,Bradford County,Hurricane,Hurricane Matthew,2016-10-03,,
DR-4285,Disaster,2016-10-10,2016.0,10.0,4.0,10.0,Monday,NC,North Carolina,South,Anson County,Hurricane,Hurricane Matthew,2016-10-04,,
DR-4286,Disaster,2016-10-11,2016.0,10.0,4.0,11.0,Tuesday,SC,South Carolina,South,Allendale County,Hurricane,Hurricane Matthew,2016-10-04,,
DR-4291,Disaster,2016-11-02,2016.0,11.0,4.0,2.0,Wednesday,VA,Virginia,South,Chesapeake,Hurricane,Hurricane Matthew,2016-10-07,,
DR-4290,Disaster,2016-11-02,2016.0,11.0,4.0,2.0,Wednesday,MN,Minnesota,Midwest,Blue Earth County,Flood,Severe Storms and Flooding,,,
DR-4292,Disaster,2016-12-02,2016.0,12.0,4.0,2.0,Friday,PA,Pennsylvania,Northeast,Bradford County,Flood,Severe Storms and Flooding,,,
DR-4298,Disaster,2017-02-01,2017.0,2.0,1.0,1.0,Wednesday,SD,South Dakota,Midwest,Cheyenne River Indian Reservation,Storm,Severe Winter Storm,,,
